Id,Name,Age,Nationality,Team,Contract,Height,Weight,Preferred Foot,Overall,Potential,Best overall,Best position,Growth,Joined,Loan date end,Value,Wage,Total Stats,Base Stats,International Reputation
225850,P. Kimpembe,25,France,Paris Saint-Germain,"
2015 ~ 2024",189cm,80kg,Left,83,87,86,CB,4,"Jul 1, 2015",N/A,€45.5M,€90K,1951,429,3 
225193,Merino,25,Spain,Real Sociedad,"
2018 ~ 2025",189cm,83kg,Left,83,87,85,CM,4,"Jul 12, 2018",N/A,€50M,€47K,2244,478,1 
223697,R. Gosens,26,Germany,Atalanta,"
2017 ~ 2023",183cm,76kg,Left,83,83,83,LM,0,"Jul 1, 2017",N/A,€39.5M,€71K,2210,472,3 
223689,W. Weghorst,28,Netherlands,VfL Wolfsburg,"
2018 ~ 2023",197cm,84kg,Right,83,83,83,ST,0,"Jul 1, 2018",N/A,€37M,€95K,1919,412,2 
220834,Marco Asensio,25,Spain,Real Madrid CF,"
2015 ~ 2023",182cm,76kg,Left,83,86,85,CAM,3,"Jul 1, 2015",N/A,€48M,€190K,2032,431,3 
220814,L. Hernández,25,France,FC Bayern München,"
2019 ~ 2024",184cm,79kg,Left,83,86,86,CB,3,"Jul 1, 2019",N/A,€44.5M,€85K,2007,432,3 
220651,Angeliño,24,Spain,RB Leipzig,"
2021 ~ 2025",175cm,69kg,Left,83,86,84,LM,3,"Feb 12, 2021",N/A,€46M,€77K,2209,461,2 
216354,A. Kramarić,30,Croatia,TSG Hoffenheim,"
2015 ~ 2022",177cm,73kg,Right,83,83,83,ST,0,"Jan 16, 2015",N/A,€35.5M,€59K,2057,420,3 
215333,D. Zapata,30,Colombia,Atalanta,"
2020 ~ 2023",189cm,88kg,Right,83,83,83,ST,0,"Jan 17, 2020",N/A,€35.5M,€77K,1901,419,2 
214997,Á. Correa,26,Argentina,Atlético de Madrid,"
2014 ~ 2024",171cm,70kg,Right,83,86,86,CAM,3,"Dec 13, 2014",N/A,€48M,€80K,2127,457,2 
213648,P. Højbjerg,25,Denmark,Tottenham Hotspur,"
2020 ~ 2025",185cm,84kg,Right,83,87,84,CDM,4,"Aug 11, 2020",N/A,€46M,€105K,2091,446,2 
213565,T. Lemar,25,France,Atlético de Madrid,"
2018 ~ 2023",171cm,66kg,Left,83,86,86,CAM,3,"Jul 1, 2018",N/A,€48M,€71K,2155,449,3 
211688,Gayà,26,Spain,Valencia CF,"
2012 ~ 2023",172cm,66kg,Left,83,86,85,LWB,3,"Sep 13, 2012",N/A,€43.5M,€48K,2097,453,3 
209989,T. Partey,28,Ghana,Arsenal,"
2020 ~ 2024",185cm,77kg,Right,83,83,83,CM,0,"Oct 5, 2020",N/A,€36.5M,€115K,2162,467,2 
207410,M. Kovačić,27,Croatia,Chelsea,"
2019 ~ 2024",176cm,80kg,Right,83,84,84,CM,1,"Jul 1, 2019",N/A,€41.5M,€135K,2125,449,3 
205632,L. Ocampos,26,Argentina,Sevilla FC,"
2019 ~ 2024",188cm,84kg,Right,83,83,83,LW,0,"Jul 3, 2019",N/A,€39.5M,€46K,2215,473,2 
205452,A. Rüdiger,28,Germany,Chelsea,"
2017 ~ 2022",190cm,85kg,Right,83,84,84,CB,1,"Jul 9, 2017",N/A,€34.5M,€130K,1900,417,2 
204935,J. Pickford,27,England,Everton,"
2017 ~ 2024",185cm,77kg,Left,83,85,83,GK,2,"Jun 15, 2017",N/A,€33M,€83K,1495,462,3 
204838,R. Jiménez,30,Mexico,Wolverhampton Wanderers,"
2019 ~ 2024",188cm,81kg,Right,83,83,83,ST,0,"Jul 1, 2019",N/A,€35.5M,€120K,2091,440,3 
203841,N. Pope,29,England,Burnley,"
2016 ~ 2023",199cm,76kg,Right,83,83,83,GK,0,"Jul 20, 2016",N/A,€25M,€45K,1275,454,1 
203574,J. Stones,27,England,Manchester City,"
2016 ~ 2026",188cm,76kg,Right,83,86,85,CB,3,"Aug 9, 2016",N/A,€41M,€140K,1959,428,2 
202884,L. Spinazzola,28,Italy,Roma,"
2019 ~ 2024",186cm,75kg,Right,83,83,83,LWB,0,"Jul 1, 2019",N/A,€33M,€72K,2110,459,3 
201399,M. Icardi,28,Argentina,Paris Saint-Germain,"
2020 ~ 2024",181cm,75kg,Right,83,83,83,ST,0,"Jun 8, 2020",N/A,€37M,€120K,1927,399,3 
201153,Morata,28,Spain,Juventus,"
Jun 30, 2022 On Loan",190cm,84kg,Right,83,83,83,ST,0,"Jul 1, 2020","Jun 30, 2022",€37M,€84K,1945,423,3 
200610,K. Volland,28,Germany,AS Monaco,"
2020 ~ 2024",179cm,85kg,Left,83,83,83,ST,0,"Sep 2, 2020",N/A,€37M,€83K,2126,445,2 
199914,Allan,30,Brazil,Everton,"
2020 ~ 2023",175cm,74kg,Right,83,83,83,CDM,0,"Sep 5, 2020",N/A,€30.5M,€100K,2130,460,2 
199845,F. Acerbi,33,Italy,Lazio,"
2018 ~ 2023",192cm,88kg,Left,83,83,83,CB,0,"Jul 11, 2018",N/A,€17.5M,€75K,1879,407,3 
197655,S. Coates,30,Uruguay,Sporting CP,"
2017 ~ 2023",196cm,92kg,Right,83,83,83,CB,0,"Jan 31, 2017",N/A,€30M,€21K,1808,406,3 
197061,J. Matip,29,Cameroon,Liverpool,"
2016 ~ 2024",194cm,90kg,Right,83,83,83,CB,0,"Jul 1, 2016",N/A,€30.5M,€130K,1870,403,2 
193082,J. Cuadrado,33,Colombia,Juventus,"
2015 ~ 2022",179cm,72kg,Right,83,83,83,RB,0,"Feb 2, 2015",N/A,€19M,€95K,2229,478,3 
192883,H. Mkhitaryan,32,Armenia,Roma,"
2020 ~ 2022",177cm,75kg,Right,83,83,83,CF,0,"Aug 1, 2020",N/A,€29.5M,€82K,2146,458,3 
192774,K. Manolas,30,Greece,Napoli,"
2019 ~ 2024",189cm,83kg,Right,83,83,83,CB,0,"Jul 2, 2019",N/A,€30M,€80K,1652,377,3 
192563,B. Leno,29,Germany,Arsenal,"
2018 ~ 2023",190cm,82kg,Right,83,84,83,GK,1,"Jul 1, 2018",N/A,€28M,€87K,1357,465,3 
191043,Alex Sandro,30,Brazil,Juventus,"
2015 ~ 2023",180cm,80kg,Left,83,83,83,LB,0,"Aug 21, 2015",N/A,€31.5M,€95K,2148,459,3 
190941,L. Hrádecký,31,Finland,Bayer 04 Leverkusen,"
2018 ~ 2023",192cm,83kg,Right,83,83,83,GK,0,"Jul 1, 2018",N/A,€19M,€55K,1197,443,3 
190286,Canales,30,Spain,Real Betis Balompié,"
2018 ~ 2023",176cm,65kg,Left,83,83,84,CAM,0,"Jul 3, 2018",N/A,€34.5M,€38K,2205,468,2 
189575,Muniain,28,Spain,Athletic Club de Bilbao,"
2009 ~ 2024",170cm,66kg,Right,83,83,83,CAM,0,"Aug 1, 2009",N/A,€36.5M,€44K,2073,438,2 
187961,Paulinho,32,Brazil,Al Ahli,"
2021 ~ 2024",183cm,80kg,Right,83,83,83,CM,0,"Jul 22, 2021",N/A,€28.5M,€61K,2273,476,3 
184432,Azpilicueta,31,Spain,Chelsea,"
2012 ~ 2022",178cm,77kg,Right,83,83,83,CB,0,"Aug 24, 2012",N/A,€25M,€125K,2068,429,3 
184087,T. Alderweireld,32,Belgium,,"
Free",186cm,81kg,Right,83,83,83,CB,0,"Jul 27, 2021",N/A,€0,€0,1991,412,3 
180930,E. Džeko,35,Bosnia and Herzegovina,Roma,"
2015 ~ 2022",193cm,80kg,Right,83,83,83,ST,0,"Jul 1, 2015",N/A,€15.5M,€62K,1959,419,3 
179645,S. Kjær,32,Denmark,AC Milan,"
2020 ~ 2022",190cm,86kg,Right,83,83,83,CB,0,"Jan 13, 2020",N/A,€23.5M,€54K,1903,407,3 
178750,Sergio Asenjo,32,Spain,Villarreal CF,"
2014 ~ 2022",189cm,87kg,Right,83,83,83,GK,0,"Jun 30, 2014",N/A,€18M,€37K,1368,466,2 
177413,A. Witsel,32,Belgium,Borussia Dortmund,"
2018 ~ 2022",186cm,81kg,Right,83,83,83,CDM,0,"Aug 17, 2018",N/A,€24M,€72K,2165,453,3 
169416,C. Vela,32,Mexico,Los Angeles FC,"
2018 ~ 2022",177cm,77kg,Left,83,83,83,RW,0,"Jan 1, 2018",N/A,€29M,€17K,2006,422,3 
135507,Fernandinho,36,Brazil,Manchester City,"
2013 ~ 2022",179cm,67kg,Right,83,83,83,CDM,0,"Jul 1, 2013",N/A,€7M,€100K,2138,442,3 
244260,Dani Olmo,23,Spain,RB Leipzig,"
2020 ~ 2024",179cm,72kg,Right,82,87,85,CAM,5,"Jan 25, 2020",N/A,€46M,€78K,2037,420,3 
241671,D. Livaković,26,Croatia,Dinamo Zagreb,"
2015 ~ 2023",187cm,79kg,Right,82,87,82,GK,5,"Aug 31, 2015",N/A,€35M,€1K,1335,453,2 
241464,Pau Torres,24,Spain,Villarreal CF,"
2016 ~ 2024",191cm,80kg,Left,82,89,84,CB,7,"Jul 1, 2016",N/A,€56.5M,€35K,1881,409,2 
241461,Ferran Torres,21,Spain,Manchester City,"
2020 ~ 2025",184cm,77kg,Right,82,90,84,CAM,8,"Aug 4, 2020",N/A,€68.5M,€120K,1995,422,1 
240130,Éder Militão,23,Brazil,Real Madrid CF,"
2019 ~ 2025",186cm,78kg,Right,82,89,84,CB,7,"Jul 1, 2019",N/A,€56.5M,€130K,2018,438,2 
236792,T. Souček,26,Czech Republic,West Ham United,"
2020 ~ 2024",192cm,86kg,Right,82,85,83,CDM,3,"Jul 27, 2020",N/A,€36M,€81K,2110,451,1 
235569,T. Ndombele,24,France,Tottenham Hotspur,"
2019 ~ 2024",179cm,76kg,Right,82,89,84,CAM,7,"Jul 2, 2019",N/A,€61M,€95K,2118,453,1 
235410,Y. En-Nesyri,24,Morocco,Sevilla FC,"
2020 ~ 2025",188cm,78kg,Left,82,86,84,ST,4,"Jan 16, 2020",N/A,€44M,€37K,1891,409,2 
234943,F. Neuhaus,24,Germany,Borussia Mönchengladbach,"
2017 ~ 2024",185cm,74kg,Right,82,87,84,CM,5,"Jul 1, 2017",N/A,€46M,€36K,2021,431,2 
234396,A. Davies,20,Canada,FC Bayern München,"
2019 ~ 2025",183cm,75kg,Left,82,89,83,LB,7,"Jan 1, 2019",N/A,€57M,€59K,2115,467,3 
234378,D. Rice,22,England,West Ham United,"
2016 ~ 2024",185cm,80kg,Right,82,87,83,CDM,5,"Jun 29, 2016",N/A,€43M,€69K,1961,423,1 
233731,A. Isak,21,Sweden,Real Sociedad,"
2019 ~ 2026",192cm,77kg,Right,82,86,84,ST,4,"Jul 1, 2019",N/A,€45M,€37K,1910,411,2 
233419,Raphinha,24,Brazil,Leeds United,"
2020 ~ 2024",176cm,68kg,Left,82,87,83,LM,5,"Oct 6, 2020",N/A,€46M,€89K,2098,449,2 
233096,D. Dumfries,25,Netherlands,PSV,"
2018 ~ 2023",188cm,80kg,Right,82,84,82,RB,2,"Jul 1, 2018",N/A,€35M,€24K,2016,446,3 
232488,C. Romero,23,Argentina,Tottenham Hotspur,"
Jun 30, 2022 On Loan",185cm,79kg,Right,82,87,85,CB,5,"Aug 5, 2021","Jun 30, 2022",€41.5M,€51K,1841,401,3 
231943,Richarlison,24,Brazil,Everton,"
2018 ~ 2024",181cm,71kg,Right,82,87,85,ST,5,"Jul 24, 2018",N/A,€46.5M,€100K,2124,451,3 
230869,Unai Simón,24,Spain,Athletic Club de Bilbao,"
2015 ~ 2025",190cm,89kg,Right,82,86,82,GK,4,"Aug 25, 2015",N/A,€34.5M,€24K,1283,451,3 
230375,Josué Chiamulera,29,Brazil,Grêmio,"
2021 ~ 2024",185cm,80kg,Right,82,82,82,CB,0,"Jul 8, 2021",N/A,€25.5M,€41K,1885,405,1 
230168,Raphaelinho Anjos,33,Brazil,RB Bragantino,"
2021 ~ 2024",190cm,85kg,Right,82,82,82,GK,0,"Aug 13, 2021",N/A,€10M,€20K,1201,443,1 
229984,B. Chilwell,24,England,Chelsea,"
2020 ~ 2025",178cm,77kg,Left,82,86,82,LWB,4,"Aug 26, 2020",N/A,€40.5M,€100K,2058,437,2 
229906,L. Bailey,23,Jamaica,Aston Villa,"
2021 ~ 2025",178cm,77kg,Left,82,85,84,LM,3,"Aug 4, 2021",N/A,€41.5M,€75K,2011,426,3 
229668,Mario Hermoso,26,Spain,Atlético de Madrid,"
2019 ~ 2024",185cm,76kg,Left,82,85,84,CB,3,"Jul 18, 2019",N/A,€35.5M,€62K,2005,429,1 
229558,D. Upamecano,22,France,FC Bayern München,"
2021 ~ 2026",186cm,90kg,Right,82,90,84,CB,8,"Jul 5, 2021",N/A,€64M,€70K,1846,416,2 
229391,Palhinha,25,Portugal,Sporting CP,"
2015 ~ 2025",190cm,82kg,Right,82,87,85,CB,5,"Jul 1, 2015",N/A,€41M,€18K,2033,440,1 
227796,C. Pulisic,22,United States,Chelsea,"
2019 ~ 2024",177cm,69kg,Right,82,88,83,RM,6,"Jan 2, 2019",N/A,€49M,€120K,1955,415,3 
226271,Fabián,25,Spain,Napoli,"
2018 ~ 2023",189cm,70kg,Left,82,86,84,CM,4,"Jul 5, 2018",N/A,€42M,€77K,2115,447,2 
225100,J. Gomez,24,England,Liverpool,"
2015 ~ 2024",188cm,77kg,Right,82,88,83,CB,6,"Jun 20, 2015",N/A,€43.5M,€100K,1809,407,2 
224458,Diogo Jota,24,Portugal,Liverpool,"
2020 ~ 2025",178cm,73kg,Right,82,87,84,ST,5,"Sep 19, 2020",N/A,€46M,€120K,2148,457,2 
224293,Rúben Neves,24,Portugal,Wolverhampton Wanderers,"
2017 ~ 2024",180cm,80kg,Right,82,87,83,CM,5,"Jul 8, 2017",N/A,€46M,€89K,2168,443,2 
222665,M. Ødegaard,22,Norway,Real Madrid CF,"
2015 ~ 2023",178cm,68kg,Left,82,88,84,CAM,6,"Apr 29, 2015",N/A,€49M,€145K,2090,438,3 
222077,M. Locatelli,23,Italy,U.S. Sassuolo Calcio,"
2019 ~ 2023",185cm,75kg,Right,82,88,84,CM,6,"Jul 1, 2019",N/A,€44M,€37K,2113,447,2 
220697,J. Maddison,24,England,Leicester City,"
2018 ~ 2024",175cm,73kg,Right,82,85,84,CAM,3,"Jun 20, 2018",N/A,€41.5M,€100K,2087,435,1 
220440,C. Lenglet,26,France,FC Barcelona,"
2018 ~ 2026",186cm,81kg,Left,82,86,83,CB,4,"Jul 12, 2018",N/A,€37.5M,€145K,1901,410,2 
220018,A. Rebić,27,Croatia,AC Milan,"
2020 ~ 2025",185cm,78kg,Right,82,82,82,LM,0,"Sep 12, 2020",N/A,€32.5M,€54K,2101,454,1 
219693,Diego Carlos,28,Brazil,Sevilla FC,"
2019 ~ 2024",185cm,86kg,Right,82,84,83,CB,2,"Jul 1, 2019",N/A,€30.5M,€37K,1928,417,2 
216547,Rafa,28,Portugal,SL Benfica,"
2016 ~ 2024",170cm,63kg,Right,82,82,82,RM,0,"Aug 31, 2016",N/A,€30.5M,€22K,1997,429,2 
212616,R. De Paul,27,Argentina,Atlético de Madrid,"
2021 ~ 2026",180cm,70kg,Right,82,83,83,CM,1,"Jul 12, 2021",N/A,€35M,€68K,2179,466,1 
212523,Anderson Talisca,27,Brazil,Al Nassr,"
2021 ~ 2024",190cm,80kg,Left,82,83,84,CAM,1,"Jun 26, 2021",N/A,€35.5M,€61K,2168,454,2 
212462,Alex Telles,28,Brazil,Manchester United,"
2020 ~ 2024",181cm,71kg,Left,82,82,82,LB,0,"Oct 5, 2020",N/A,€27.5M,€130K,2235,466,3 
212190,N. Süle,25,Germany,FC Bayern München,"
2017 ~ 2022",195cm,99kg,Right,82,87,84,CB,5,"Jul 1, 2017",N/A,€40.5M,€78K,1675,379,3 
211515,P. Gollini,26,Italy,Tottenham Hotspur,"
Jun 30, 2022 On Loan",194cm,94kg,Right,82,87,82,GK,5,"Jul 2, 2018","Jun 30, 2022",€35M,€48K,1264,451,2 
211256,N. Tagliafico,28,Argentina,Ajax,"
2018 ~ 2023",172cm,65kg,Left,82,82,82,LB,0,"Jan 5, 2018",N/A,€27.5M,€24K,2081,445,3 
210935,D. Berardi,26,Italy,U.S. Sassuolo Calcio,"
2012 ~ 2024",183cm,72kg,Left,82,82,82,RW,0,"Jul 1, 2012",N/A,€33.5M,€51K,2029,430,2 
210413,A. Romagnoli,26,Italy,AC Milan,"
2015 ~ 2022",185cm,75kg,Left,82,85,84,CB,3,"Aug 11, 2015",N/A,€35.5M,€49K,1765,394,2 
210035,Grimaldo,25,Spain,SL Benfica,"
2016 ~ 2023",171cm,69kg,Left,82,85,84,CM,3,"Jan 4, 2016",N/A,€37M,€18K,2184,461,3 
209981,Y. Bounou,30,Morocco,Sevilla FC,"
2020 ~ 2024",192cm,78kg,Left,82,82,82,GK,0,"Sep 4, 2020",N/A,€20.5M,€29K,1251,437,1 
208461,M. de Roon,30,Netherlands,Atalanta,"
2017 ~ 2024",185cm,76kg,Right,82,82,82,CDM,0,"Aug 11, 2017",N/A,€25.5M,€59K,2120,443,3 
208421,Saúl,26,Spain,Atlético de Madrid,"
2013 ~ 2026",184cm,75kg,Left,82,85,84,CM,3,"Jul 1, 2013",N/A,€39.5M,€68K,2199,463,3 
208333,E. Can,27,Germany,Borussia Dortmund,"
2020 ~ 2024",186cm,86kg,Right,82,83,85,CDM,1,"Feb 18, 2020",N/A,€35M,€72K,2270,485,3 
208128,H. Çalhanoğlu,27,Turkey,Inter,"
2021 ~ 2024",178cm,76kg,Right,82,83,83,CAM,1,"Jul 1, 2021",N/A,€35M,€115K,2077,427,3 
205070,Portu,29,Spain,Real Sociedad,"
2019 ~ 2024",167cm,66kg,Right,82,82,82,RW,0,"Jul 7, 2019",N/A,€30M,€51K,2183,465,1 
205069,Juan Bernat,28,Spain,Paris Saint-Germain,"
2018 ~ 2025",170cm,67kg,Left,82,82,82,LB,0,"Aug 31, 2018",N/A,€27.5M,€90K,2124,452,2 
203486,T. Hazard,28,Belgium,Borussia Dortmund,"
2019 ~ 2024",175cm,71kg,Right,82,82,82,LM,0,"Jul 1, 2019",N/A,€30.5M,€75K,2082,440,2 
202651,Suso,27,Spain,Sevilla FC,"
2020 ~ 2025",176cm,70kg,Left,82,82,82,RW,0,"Jul 21, 2020",N/A,€32.5M,€42K,1947,407,2 
201305,Gabriel Paulista,30,Brazil,Valencia CF,"
2017 ~ 2024",185cm,72kg,Right,82,82,82,CB,0,"Aug 18, 2017",N/A,€25M,€44K,1973,419,2 
199823,Campaña,28,Spain,Levante Unión Deportiva,"
2016 ~ 2023",179cm,70kg,Right,82,82,82,CM,0,"Aug 11, 2016",N/A,€30.5M,€43K,2134,450,1 
199482,A. Lopes,30,Portugal,Olympique Lyonnais,"
2011 ~ 2023",184cm,81kg,Left,82,83,82,GK,1,"Jul 1, 2011",N/A,€23M,€60K,1376,462,2 
199110,L. Muriel,30,Colombia,Atalanta,"
2019 ~ 2024",179cm,79kg,Right,82,82,84,CF,0,"Jul 1, 2019",N/A,€30M,€70K,2000,427,2 
198717,W. Zaha,28,Côte d'Ivoire,Crystal Palace,"
2015 ~ 2023",180cm,66kg,Right,82,82,82,CF,0,"Feb 2, 2015",N/A,€31M,€85K,1970,436,2 
197781,Isco,29,Spain,Real Madrid CF,"
2013 ~ 2022",176cm,79kg,Right,82,82,82,CAM,0,"Jul 3, 2013",N/A,€30M,€175K,2060,428,3 
194404,Neto,31,Brazil,FC Barcelona,"
2019 ~ 2023",190cm,84kg,Right,82,82,82,GK,0,"Jul 9, 2019",N/A,€16M,€115K,1333,454,2 
193698,O. Baumann,31,Germany,TSG Hoffenheim,"
2014 ~ 2023",187cm,82kg,Right,82,82,82,GK,0,"Jul 1, 2014",N/A,€16M,€37K,1261,450,2 
193525,Mário Fernandes,30,Russia,PFC CSKA Moscow,"
2012 ~ 2024",187cm,80kg,Right,82,82,82,RB,0,"Jul 1, 2012",N/A,€26.5M,€57K,2100,454,2 
193474,I. Gueye,31,Senegal,Paris Saint-Germain,"
2019 ~ 2023",174cm,66kg,Right,82,82,82,CDM,0,"Jul 30, 2019",N/A,€21.5M,€88K,2081,440,2 
193301,A. Lacazette,30,France,Arsenal,"
2017 ~ 2022",176cm,77kg,Right,82,82,82,ST,0,"Jul 5, 2017",N/A,€30M,€110K,2048,429,3 
193165,J. Corona,28,Mexico,FC Porto,"
2015 ~ 2022",173cm,66kg,Right,82,82,82,RM,0,"Aug 31, 2015",N/A,€30.5M,€22K,2167,448,3 
193105,A. Areola,28,France,West Ham United,"
Jun 30, 2022 On Loan",195cm,94kg,Right,82,84,82,GK,2,"Jul 1, 2010","Jun 30, 2022",€26M,€75K,1378,460,2 
192318,M. Götze,29,Germany,PSV,"
2020 ~ 2022",177cm,71kg,Right,82,82,82,CAM,0,"Oct 6, 2020",N/A,€30M,€29K,2082,434,4 
190815,D. Blind,31,Netherlands,Ajax,"
2018 ~ 2023",180cm,72kg,Left,82,82,82,CB,0,"Jul 17, 2018",N/A,€21M,€23K,2097,425,3 
190460,C. Eriksen,29,Denmark,Inter,"
2020 ~ 2024",181cm,76kg,Right,82,82,82,CM,0,"Jan 28, 2020",N/A,€29.5M,€120K,2009,414,3 
189242,Coutinho,29,Brazil,FC Barcelona,"
2018 ~ 2023",172cm,68kg,Right,82,82,82,CAM,0,"Jan 6, 2018",N/A,€30M,€165K,2086,428,4 
188943,K. Trapp,30,Germany,Eintracht Frankfurt,"
2019 ~ 2024",189cm,88kg,Right,82,82,82,GK,0,"Aug 7, 2019",N/A,€20.5M,€31K,1240,454,3 
188152,Oscar,29,Brazil,Shanghai Port FC,"
2017 ~ 2024",179cm,70kg,Right,82,82,82,CAM,0,"Jan 1, 2017",N/A,€30M,€38K,2149,447,3 
187072,L. Stindl,32,Germany,Borussia Mönchengladbach,"
2015 ~ 2023",181cm,80kg,Right,82,82,82,CAM,0,"Jul 1, 2015",N/A,€24M,€41K,2147,440,3 
183512,Yuri Berchiche,31,Spain,Athletic Club de Bilbao,"
2018 ~ 2022",181cm,80kg,Left,82,82,82,LB,0,"Jul 2, 2018",N/A,€22M,€35K,2178,464,2 
180206,M. Pjanić,31,Bosnia and Herzegovina,FC Barcelona,"
2020 ~ 2024",178cm,72kg,Right,82,82,82,CM,0,"Aug 24, 2020",N/A,€25M,€155K,2147,439,3 
178562,É. Banega,33,Argentina,Al Shabab,"
2020 ~ 2023",174cm,75kg,Right,82,82,82,CDM,0,"Aug 22, 2020",N/A,€15M,€46K,2159,450,3 
178005,Rui Patrício,33,Portugal,Roma,"
2021 ~ 2024",190cm,84kg,Left,82,82,82,GK,0,"Jul 13, 2021",N/A,€10M,€51K,1368,457,3 
173731,G. Bale,31,Wales,Real Madrid CF,"
2013 ~ 2022",185cm,82kg,Left,82,82,82,RM,0,"Sep 1, 2013",N/A,€25M,€170K,2177,453,4 
168651,I. Rakitić,33,Croatia,Sevilla FC,"
2020 ~ 2024",184cm,78kg,Right,82,82,82,CM,0,"Sep 1, 2020",N/A,€18.5M,€39K,2131,443,3 
168435,S. Sirigu,34,Italy,Genoa,"
2021 ~ 2022",192cm,85kg,Right,82,82,82,GK,0,"Aug 3, 2021",N/A,€5M,€20K,1243,445,3 
164835,Ł. Fabiański,36,Poland,West Ham United,"
2018 ~ 2022",190cm,83kg,Right,82,82,82,GK,0,"Jun 20, 2018",N/A,€3.4M,€43K,1261,448,2 
157481,Raúl Albiol,35,Spain,Villarreal CF,"
2019 ~ 2022",187cm,74kg,Right,82,82,82,CB,0,"Jul 4, 2019",N/A,€8M,€30K,1733,364,3 
120533,Pepe,38,Portugal,FC Porto,"
2019 ~ 2023",188cm,80kg,Right,82,82,82,CB,0,"Jan 8, 2019",N/A,€5.5M,€14K,1893,420,4 
251854,Pedri,18,Spain,FC Barcelona,"
2020 ~ 2022",174cm,61kg,Right,81,91,83,CAM,10,"Aug 4, 2020",N/A,€54M,€51K,2023,435,2 
251573,Renan Lodi,23,Brazil,Atlético de Madrid,"
2019 ~ 2025",173cm,70kg,Left,81,86,82,LWB,5,"Jul 7, 2019",N/A,€36.5M,€49K,2161,460,1 
247394,D. Kulusevski,21,Sweden,Juventus,"
2019 ~ 2024",186cm,75kg,Left,81,89,83,LM,8,"Jul 18, 2019",N/A,€58M,€72K,2089,451,2 
247263,E. Tapsoba,22,Burkina Faso,Bayer 04 Leverkusen,"
2020 ~ 2026",194cm,85kg,Right,81,88,83,CB,7,"Jan 31, 2020",N/A,€48.5M,€49K,1914,421,2 
245279,Reguilón,24,Spain,Tottenham Hotspur,"
2020 ~ 2025",178cm,68kg,Left,81,86,81,LB,5,"Sep 19, 2020",N/A,€36.5M,€79K,2039,445,1 
241852,M. Diaby,21,France,Bayer 04 Leverkusen,"
2019 ~ 2025",170cm,68kg,Left,81,88,82,LM,7,"Jul 1, 2019",N/A,€52.5M,€52K,1884,414,2 
240950,Pedro Gonçalves,23,Portugal,Sporting CP,"
2020 ~ 2025",173cm,65kg,Right,81,88,84,CAM,7,"Aug 18, 2020",N/A,€51.5M,€19K,2094,441,1 
239231,Cucurella,22,Spain,Getafe CF,"
2020 ~ 2024",172cm,66kg,Left,81,87,82,LM,6,"Jul 1, 2020",N/A,€41.5M,€33K,2107,451,1 
238074,R. James,21,England,Chelsea,"
2017 ~ 2025",178cm,87kg,Right,81,86,81,RWB,5,"Mar 3, 2017",N/A,€37M,€76K,2098,449,2 
235374,M. Lazzari,27,Italy,Lazio,"
2019 ~ 2024",174cm,67kg,Right,81,81,81,RWB,0,"Jul 12, 2019",N/A,€25M,€64K,2035,449,2 
234906,H. Aouar,23,France,Olympique Lyonnais,"
2016 ~ 2023",175cm,70kg,Right,81,86,84,CAM,5,"Jul 1, 2016",N/A,€38.5M,€65K,2137,453,2 
234742,H. Barnes,23,England,Leicester City,"
2016 ~ 2024",180cm,66kg,Right,81,84,82,CAM,3,"Jun 25, 2016",N/A,€35M,€95K,1970,428,1 
234153,Carlos Soler,24,Spain,Valencia CF,"
2015 ~ 2023",180cm,76kg,Right,81,88,83,CAM,7,"Jul 1, 2015",N/A,€51.5M,€39K,2164,459,2 
233927,Lucas Paquetá,23,Brazil,Olympique Lyonnais,"
2020 ~ 2025",180cm,72kg,Left,81,86,83,CAM,5,"Oct 1, 2020",N/A,€38.5M,€65K,2179,458,2 
232411,C. Nkunku,23,France,RB Leipzig,"
2019 ~ 2024",179cm,72kg,Right,81,86,83,CAM,5,"Jul 18, 2019",N/A,€39M,€72K,2127,453,2 
231969,R. Malinovskyi,28,Ukraine,Atalanta,"
2019 ~ 2023",181cm,79kg,Left,81,81,81,CF,0,"Jul 16, 2019",N/A,€26.5M,€68K,2195,461,3 
230430,Oswaldinato,29,Brazil,Flamengo,"
2021 ~ 2024",184cm,79kg,Right,81,81,81,ST,0,"Jul 7, 2021",N/A,€25.5M,€56K,1874,399,1 
230347,Welington Dano,21,Brazil,Clube Atlético Mineiro,"
2021 ~ 2024",178cm,69kg,Left,81,81,81,LB,0,"Jul 5, 2021",N/A,€27.5M,€31K,2068,436,1 
230294,Louri Beretta,29,Brazil,RB Bragantino,"
2021 ~ 2024",188cm,83kg,Right,81,81,81,ST,0,"Jul 5, 2021",N/A,€25.5M,€28K,1904,400,1 
230258,Rosberto Dourado,21,Brazil,Sport Club Corinthians Paulista,"
2021 ~ 2024",175cm,70kg,Right,81,81,81,CDM,0,"Jul 7, 2021",N/A,€27M,€26K,2033,434,1 
230256,Adryan Zonta,29,Brazil,RB Bragantino,"
2021 ~ 2024",172cm,68kg,Left,81,81,81,LWB,0,"Jul 5, 2021",N/A,€22.5M,€24K,2133,459,1 
230225,Juiano Mestres,25,Brazil,Clube Atlético Mineiro,"
2021 ~ 2024",181cm,82kg,Right,81,81,81,CB,0,"Jul 5, 2021",N/A,€25M,€41K,2003,413,1 
